Company,Carbon_Emissions_Score,Community_Engagement_Score,Cybersecurity_Score,Diversity_Equity_Inclusion_Score,ESG_Disclosure_Score,Energy_Efficiency_Score,Governance_Score,Human_Rights_Score,Labor_Practices_Score,Renewable_Energy_Percentage,Sustainable_Products_Score,Transparency_Score,Waste_Management_Score,Water_Usage
Company_37,64.92,88.27,94.98,82.03,63.06,53.19,93.07,85.55,94.62,14.99,64.94,90.27,99.42,6297.12
Company_77,70.2,90.8,67.16,74.87,95.35,57,64.78,70.23,86.84,99.48,79.15,85.67,51.27,16659.7
Company_88,76.73,62.93,90.42,75.37,92.03,95.33,92.27,93.82,59.06,12.79,54.88,88.15,83.59,39459.96
Company_24,97.35,55.89,52.68,61.17,71.02,82.72,93.57,94.34,68.58,46.38,79.28,81.72,61.11,45079.97
Company_75,97.22,70.46,78.47,93.37,64.92,94.47,69.08,52.7,92.71,20.03,56.87,95.33,75.02,4489.57
Company_59,57.16,78.81,57.92,66.63,65.67,59.02,99.33,52.9,72.6,77.35,60.47,89.26,54.04,43257.3
Company_100,54.4,91.66,59.53,98.27,51.89,81.67,69.17,59.97,68.66,32.22,50.7,83.84,70.17,31109.51
Company_81,86.68,76.01,76.21,55.14,65.31,93.85,75.17,53.26,52.29,45.59,97.42,71.68,65.6,12087.02
Company_88,99.77,86.7,79.48,59.42,95.91,95.07,97.4,70.17,61.42,13.12,86.36,58.45,67.96,17793.91
Company_47,85.56,55.79,72.22,88.56,79.7,68.76,81.16,52.4,55.41,4.82,91.81,56.18,82.02,39814.23
Company_33,73.72,55.25,85.94,65.06,83.12,84.76,83.08,63.5,80.28,83.07,56.86,55.89,81.52,8503.23
Company_15,89.24,84.41,74.03,91.57,67.9,80.45,98.66,70.49,58.02,91.04,77.41,61.73,88.9,25389.21
Company_2,83.58,99.43,64.8,57.46,75.59,91.76,54.5,86.18,55.06,23.12,62.79,73.21,83.45,45437.12
Company_13,90.66,82.36,66.43,83.84,55.8,92.61,71.3,92.56,94.51,13.84,50.48,94.73,68.01,43832.88
Company_80,63.42,94.31,58.34,55.69,72.83,68.63,70.01,91.79,84.5,42.17,73.91,56.63,67.14,36920.33
Company_93,52.93,84.22,91.93,79.54,83.92,57.97,90.11,59.06,68.99,2.88,67.93,98.67,70.8,47180.88
Company_17,74.15,61.2,97.79,53.17,50.62,94.38,82.75,93.42,76.24,72.38,87.18,93.66,72.03,24918.02
Company_67,76.16,52.73,82.17,62.43,83.81,54.76,67.29,69.24,91.95,98.78,77.92,57.85,83.09,35328.43
Company_61,92.59,72.95,90.06,62.04,52.52,53.74,98.51,61.14,82.17,23.5,70.16,72.4,74.58,43601.37
Company_64,72.35,65.23,75.42,55.13,77.86,74.87,70.62,50.01,54.54,61.91,80.21,60.34,82.67,6816.64
Company_86,72.81,54.87,82.95,92.22,88.37,91.27,66.6,80,85.83,45.25,68.16,50.11,90.83,17701.86
Company_46,91.49,80.54,59.38,85.1,58.21,64.6,52.29,57.02,85.84,10.7,86.08,96.51,76.1,48257.25
Company_51,60.78,79.47,75.21,87.86,81.66,59.53,52.33,83.61,56.16,45.74,94.59,98.19,66.9,41403.15
Company_1,76.52,69.37,80.03,74.15,96.06,96.77,75.42,58.86,78.93,12.84,86.52,94.13,91.94,3380.01
Company_65,94.07,94.32,75.61,62.41,67.14,80.45,69.89,64.71,90.24,60.25,56.91,92.15,84.63,21514.57
Company_71,93.04,97.92,75.19,60.04,64.53,96.78,81.21,67.26,83.62,65.01,99.07,84.72,81.63,35881.84
Company_42,85.52,50.64,55.32,97.13,83.71,78.11,85.51,94.69,76.7,42.24,93.87,69.04,79.14,38277.98
Company_7,83.51,90.7,55.12,64.33,91.97,87.51,62.53,84.53,64.76,3.23,87.68,93.4,58.05,10795.22
Company_95,78.09,89.41,84.26,75.55,84.81,82.36,89.84,84.65,52.35,41.66,69.08,98.29,69.44,11991.06
Company_7,50.65,80.17,88.81,93.51,95.57,81.03,91.5,85.23,82.38,54.66,87.76,98.21,89.05,13315.72
Company_38,72.44,50.28,73.32,86.75,52.03,53.72,55.97,63.96,63.21,84.6,58.05,96.87,98.12,49189.21
Company_6,57.69,61,59.19,80.78,74.53,52.54,83.09,78.63,67.9,31.79,89.2,53.41,96.62,16808.87
Company_65,57.97,78.07,87.61,94.17,66.55,70.17,83.17,64.68,97.52,47.49,80.91,82.47,67.47,27610.93
Company_15,83.45,77.01,64.14,81.06,84.13,95.22,97.94,66.05,95.8,38.59,97.25,95.57,80.69,22837.7
Company_99,68.75,50.37,53.27,94.91,75.69,72.28,59.63,97.41,58.37,53.8,97.81,83.52,52.19,40338.02
Company_100,60.66,51.19,85.84,91.44,87.07,91.78,93.93,71.76,90.84,68.6,53.61,51.89,60.28,34584.85
Company_10,52.71,76.74,82.07,61.38,69.4,77.9,62.93,81.51,71.65,67.33,50.84,80.92,78.75,39916.52
Company_97,87.3,91.11,51.54,75.14,84.29,92.41,64.49,80.33,64.08,38.14,96.33,57.82,67.89,3230.33
Company_29,56.82,97.47,77.68,98.01,83.86,89.87,57.2,95.71,89.75,37.31,86.47,77.75,77.29,20158.64
Company_16,52.09,57.12,59.2,54.26,87.07,69.7,60.5,86.3,60.59,85.15,95.28,80.84,77.38,29063.21
Company_33,59.72,54.91,86.28,92.57,99.72,89.98,96.62,73.06,77.48,6.74,64.53,74.36,92.61,9886.54
Company_43,67.86,78.34,90.38,53.49,74.29,61.73,59.67,66.42,82.97,15.24,84.67,97.93,64.26,33893.48
Company_22,50.24,65.27,77.58,71.81,56.72,61.08,92.01,86.65,93.89,35.87,73.14,58.79,86.99,13062.58
Company_78,54.1,90.63,78.95,59.82,81.33,91.32,86.68,86.37,94.61,63.16,92.48,88.46,94.56,14750.18
Company_28,95.32,73.24,75.52,73.61,68.29,77.17,88.76,61.17,88.61,29.1,86.66,69.84,99.94,28028.11
Company_65,50.53,57.31,86.6,84.21,57.02,98.2,87.86,57.96,78.32,87.22,78.29,96.96,99.09,12705.16
Company_6,60.94,99.03,66.2,52.14,95.39,53.14,60.34,68.06,73.48,4.64,72.73,85.19,68.47,24894.47
Company_67,81.68,98.63,61.14,78.51,68.93,87.1,68.83,79.38,94.91,25.16,53.89,70.29,78.93,14401.27
Company_45,74.34,85.87,55.92,56.95,53.85,80.21,58.28,82.17,60.58,36.22,59.35,61.52,75.09,24623.39
Company_43,86.01,51.96,78.61,58.06,51.12,73.94,91.67,52.16,78.67,62.95,58.06,52.8,60.54,24594.32
Company_34,96.12,73.57,74.08,81.88,86.4,70.27,93.93,91.07,97.36,60.65,60.83,60.97,98.46,26315.39
Company_53,80.04,69.27,55.43,82.98,86.21,91.02,63.23,67.13,72.67,22.98,79.53,60.12,59.09,39936.19
Company_65,84.22,95.1,76.96,95.08,93.89,80.28,79.99,76.57,87.62,65.94,54.66,50.06,58.87,41499.2
Company_100,83.93,95.39,91.86,84.88,96.92,71.03,71.45,74.11,88.43,80.46,67.53,78.81,93.74,22143.34
Company_55,56.69,55.89,50.36,64.16,70.43,61.63,93.84,59.45,85.46,57.8,89.47,82.73,92.95,24379.92
Company_89,90.21,60.18,77.61,79.27,76.81,55.33,63.07,78.23,80.59,39.75,99.59,77.88,71.3,21033.41
Company_23,68.51,84.97,58.09,67.22,86.79,62.69,85.27,92.75,82.96,44.66,87.39,60.72,65.33,28190.66
Company_52,89.3,54.41,63.15,52.6,81.79,80.7,69.46,90.22,91.16,60.02,73.58,68.54,84.23,40241.83
Company_78,51.89,60.09,82.84,76.05,79.87,99.22,85.58,97.29,91.01,43.9,82.01,90.2,80.7,19831.97
Company_37,59.74,69.97,83.48,80.76,67.99,75.53,83.7,82.75,98.78,27.59,54.34,70.27,84.92,39414.01
Company_26,75.89,59.73,96.49,64.22,95.75,53.43,91.49,67.4,98.16,60.64,63.83,78.75,54.51,37109.35
Company_34,58.75,72.14,68.85,67,75.66,77.93,55.85,62.88,76.9,25.01,89.67,74.18,75.16,25805.67
Company_32,87.87,61.5,65.79,79.34,55.81,72.94,51.37,53.38,81.68,67.69,99.71,97.77,73.04,48100.7
Company_67,76.78,78.69,59.14,69.95,67.1,63.17,87.44,77.73,58.92,21.86,65.69,87.31,64.36,35340.11
Company_25,74.95,83.79,83.17,60.34,62.48,86.77,60.14,80.93,57.8,92.02,55.33,80.69,93.64,10783.66
Company_98,92.85,75.56,69.89,65.77,94.05,92.4,94.91,78.73,63.74,76.43,59.14,87.51,68.56,47941.66
Company_17,52.71,84.46,50.59,75.12,84.32,73.92,69.69,58.74,98.83,46.01,84.91,60.54,77.04,40164.23
Company_75,55.04,87.61,68.25,63.14,97.93,93.09,63.47,67.15,59.2,41.91,71.2,70.03,59.36,18718.51
Company_58,58.99,57.48,90.28,54.99,61.79,78.79,63.5,71.61,69.04,95.91,57.29,58.83,61.43,7425.82
Company_64,56.72,60.77,62.71,65.79,62.55,81.53,74.33,92.93,52.39,16.33,54.95,91.95,76.7,44770.25
Company_13,72.49,78.79,82.46,96.59,50.99,68.05,62.89,56.06,93.37,19.9,98.16,58.73,78.02,17398.17
Company_100,64.23,96.43,71.09,72.35,80.68,75.52,53.92,73.19,97.83,64.06,93.41,80.62,88.74,16929.42
Company_52,92.45,68.16,79.35,65.84,63.37,58.1,64.57,82.23,63.56,86.28,72.24,98.28,61.41,4495.86
Company_53,58.37,73.66,52.69,62.58,87.49,56.25,87.19,60.53,69.85,93.68,54.78,88.55,61.73,42856.38
Company_68,88.25,91.93,51.43,82.74,65.47,63.12,94.27,62.37,64.21,13.13,81.32,83.18,57.76,5079.31
Company_42,93.21,93.86,71.75,77.43,97.42,93.54,56.76,76.96,79.54,74.89,72.83,81.99,96.74,23892.48
Company_69,65.48,67.19,73.46,72.09,62.99,76.98,68.29,65.18,50,84.79,90.77,50.42,90.24,18011.25
Company_63,97.35,58.16,86.86,64.65,50.36,50.46,61.56,68.68,70.59,39.48,78.03,69.49,71.52,24376.29
Company_49,61.03,59.4,53.42,90,84.7,81.27,80.66,63.59,82.42,26.88,76.6,56.83,75.83,4881.28
Company_15,81.84,85.76,86.36,59.39,52.48,63.61,50.97,76.75,59.3,26.92,55.11,61.64,81.14,31268.74
Company_20,50.74,63.33,69.62,74.92,84.85,71.01,68.57,51.59,54.01,14.61,87.53,77.16,89.29,11642.22
Company_24,59.61,73.04,88.55,56.1,62.45,90.86,88.41,88.56,72.15,3.35,86.88,76.06,91.41,42235.43
Company_27,73.64,94.38,93.18,81.46,96.87,65.61,52.11,76.05,62.67,19.87,81.93,60.89,66.15,34390.67
Company_15,61.8,57.75,88.54,79.23,62.15,50.75,69.79,98.44,79.05,68.84,84.54,62.44,89.72,22273.92
Company_64,54.57,99.08,89.43,81.26,82.23,96.54,52.99,85.07,89.57,23.27,56.29,87.83,99.85,31313.6
Company_57,86.66,77.18,66.18,62.53,85.33,68.89,51.97,77.95,77.14,56.67,74.5,73.42,86.22,2046.29
Company_77,95.72,50.94,92.84,64.78,68.36,53.44,63.17,50.04,81.9,18.55,68.95,88.8,57.75,28171.5
Company_31,66.03,54.81,82.94,59.49,88.29,98.36,84.16,57.71,64.16,32.2,70.49,52.19,90.95,4103.75
Company_17,58.93,61.04,85.89,51.59,69.43,55.35,82.09,74.5,81.2,4.91,79.52,50.65,59.58,2532.41
Company_27,82.79,80.85,76.45,81.95,87.17,91.6,68.05,94.52,91.1,5.83,89.71,86.72,73.4,46491.78
Company_39,53.9,77.91,87.31,61.55,59.66,75.97,69.27,82.84,78.5,55.84,97.38,88.31,55.06,11579.1
Company_74,67.9,67.62,65.76,58.34,70.08,83.26,59.02,66.88,57.91,44.3,99.92,99.57,94.14,23477.31
Company_42,92.24,72.62,97.99,66.17,77.28,81.66,62.04,68.75,77.51,36,87.23,50.01,91.31,21204.82
Company_5,99.15,63.8,77.68,65.09,61.09,75.88,65.02,92.79,51.09,68.97,91.1,77.82,99.67,30192.38
Company_74,57.74,86.71,86.18,68.35,61.65,67.78,79.11,90.55,54.6,91.79,69.99,89.65,56.92,2849.08
Company_23,74.41,66.72,93.99,54.77,51.87,85.14,82.11,90.42,69.08,92.19,89.01,71.72,90.98,45052.18
Company_16,93.49,75.12,61.04,50.57,69.12,82.64,88.87,65.24,52.06,14.96,77,52.53,80.12,12109.17
Company_94,99.87,77.41,63.13,54.5,89.32,87.64,71.6,57.4,66.81,74.53,73.79,69.93,78.76,48580.97
Company_56,88.69,88.84,66.17,74.39,59.8,56.74,82.61,80.8,86.78,7.16,62.31,96.21,77.96,7388.38
Company_12,55.63,81.16,72.02,67.23,88.48,68.26,82.77,58.46,67.49,80.28,91.08,96.21,59.52,21265.52
Company_30,59.98,84.69,55.56,55.62,97.45,87.89,52.73,96.34,93.44,1.37,91.01,72.5,92.64,19317.22
Company_3,66.59,95.3,76.34,87.52,81.15,60.59,77.44,99.62,84.75,37.66,83.41,62.77,77.32,37260.64
Company_8,64.2,50.95,93.37,82.74,69.43,80.9,50.42,63.57,92.6,86.43,83.01,82.47,52.65,39670.24
Company_30,98.99,51.99,96.11,74.23,54.4,85.48,79.86,59.94,98.34,71.25,78.03,65.25,95.19,25918.48
Company_63,69.67,94.52,90.74,81.26,98.91,67.34,61.81,75.06,90.59,87.87,81.29,51.47,67.6,8693.26
Company_72,97.46,78.64,71.32,56.86,76.04,67.09,86.49,83.9,93.64,41.73,84.33,65.62,69.64,12053.55
Company_78,66.46,99.78,98.79,77.07,93.13,60.34,90.01,65.45,85.26,13.53,76.19,57.26,56.93,27569.45
Company_73,95.86,70.56,72.15,55.92,93.98,77.87,65.88,86.35,88.27,41.4,94.01,96.69,97.43,16557.31
Company_82,96.66,84.37,67.96,59.24,80.6,88.96,88.12,63.34,78.35,23.22,61.55,84.41,55.34,14416.01
Company_62,56.7,96.27,97.51,59.2,73.69,73.44,69.37,58.19,61.31,96.88,70.43,61.13,82.48,42460.77
Company_86,99.41,52.09,86.77,99.28,74.5,53.31,93.36,66.24,72.88,40.49,62.34,69.02,96.36,38131.05
Company_41,69.71,62.29,76.89,82.07,51.93,78.6,85.21,55.47,72.85,87.78,93.89,99.19,76.81,47017.82
Company_6,77.89,52.73,75.85,64.56,65.23,81.53,69.9,91.38,73.07,61.31,71.12,57.11,52.46,26290.21
Company_83,72.58,85.63,60.1,96.89,56.77,55.66,84.81,70.68,72.54,59.03,58.94,72.73,88.94,36409.69
Company_33,66.2,98.76,80.6,86.66,85.31,85.57,54.56,81.7,54.27,72.69,85.36,57.99,58.2,32780.25
Company_71,69.03,88.43,72.31,82.98,93.44,95.61,57.5,58.94,85.6,30.95,70.98,81.32,78.27,38644.76
Company_16,94.93,82.97,72.69,50.61,74.93,50.18,74.88,90.37,80.4,21.69,74.67,72.09,88.27,48061.26
Company_77,80.01,83.35,91.9,77.88,52.45,77.37,91.26,57.41,82.66,85.38,51.84,64.92,80.99,12990.95
Company_12,52.45,96.57,54.66,80.55,79.75,58.91,84.58,89.37,58.87,57.9,72.77,64.96,83.6,21430.89
Company_48,94.88,60.45,52.91,53.25,56.1,87.92,73.54,92.97,66.46,20.98,70.69,78.57,92.17,41192.97
Company_81,76.45,96.36,80.71,89.41,71.35,86.2,85.34,92.39,62.98,62.32,78.76,74.82,80.24,5295.82
Company_94,81.59,89.98,99.95,85.43,50.08,59,98.96,51.2,81.27,84.81,55.9,70.7,80.47,25132.72
Company_43,67.48,66.66,69.8,84.5,53.39,60.62,62.72,65.01,77.5,11.38,88.35,78.45,82.03,40496.13
Company_4,91.6,94.8,73.12,73.96,51.78,91.69,73.73,56.79,57.77,86.52,73.03,90.71,96.11,10506.76
Company_96,52.8,57.47,92.04,77.76,78.87,78.25,50.94,66.59,95.81,6.62,89.79,66.96,83.91,26532.59
Company_49,81.33,74.85,61.88,79.76,87.58,78.55,93.23,85.26,65.72,41.39,51.58,72.6,69.48,42277.88
Company_39,60.81,96.18,86.62,88.89,72.19,55.61,95.67,51.25,74.13,19.02,75,76.18,89.25,15813.6
Company_100,66.37,65.55,52.2,75.81,60.26,54.91,99.64,51.83,69.38,11.58,93.24,92.41,99.11,38704.59
Company_12,66.66,76.61,88.64,87.28,87.92,55.16,51.12,81.94,60.49,28.66,60.03,83.56,88.31,44570.11
Company_35,57.47,62.24,53.56,75.7,67.52,50.76,60.33,65.92,57.08,28.33,85.22,80.66,81.15,14408.21
Company_44,77.03,84.51,72.29,52.52,54.31,51.45,69.18,69.6,85.23,62.95,94.56,67.78,95.16,3485.58
Company_43,90.87,72.78,84.22,98.68,73.28,83.54,87.79,56.59,90.64,46.83,95.98,85.51,76.67,35932.04
Company_60,73.53,74.38,53.27,62.9,59.17,57.19,68.17,95.86,66.52,32.48,93.04,55.64,94.79,47424.97
Company_62,73.06,76.64,70.04,56.37,90.88,88.4,55.15,89.84,66.29,79.24,82.47,70.67,80.22,9369.28
Company_80,62.18,58.65,83.48,60.41,71.56,74.12,84.7,99.01,78.36,69.41,67.11,86.97,53.3,8791.99
Company_92,78.71,88.57,68.95,77.75,58.81,79.61,91.1,97.79,53.48,81.41,55.44,74.71,73.15,24844.89
Company_85,53.07,72.36,60.28,87.75,87.85,56.95,90.49,83.04,72.65,61.56,64.58,93.87,79.04,11662.98
Company_39,78.51,56.38,64.71,71.74,67.21,65.23,99.13,54.46,50.41,40.42,99.32,68.46,97.17,45747.01
Company_71,98.39,70.3,71.76,55.48,51.56,78,64.11,71.59,79.51,71.18,81.26,60.56,98.93,1041.32
Company_23,73.74,86.07,74.34,92,99.87,69.23,57.71,83.5,56.71,1.57,53.59,71.84,96.22,10223.12
Company_18,54.23,67.77,59.29,89.45,71.29,70.79,80.22,58.99,75.47,45,77.6,80.23,72.8,32469.9
Company_74,74.91,98.09,54,96.33,51.67,85.61,78.82,51.89,74.16,58.03,68.43,86.51,63.46,36814.76
Company_68,99.18,81.68,89.9,53.91,54.42,88.94,94.5,73.62,87.08,7.81,98.02,65.62,73.25,49199.75
Company_7,95.18,84.75,79.88,95.3,66.58,50.54,78.7,67.65,98.89,16.75,64.73,65.2,72.7,27216.63
Company_73,63.02,89.19,62.6,82.82,86.87,78.91,64.59,51.36,74.24,7.69,56.34,80.79,78.64,31835.7
Company_36,92.89,89.97,93.1,79.59,72.33,55.58,57.56,90.39,63.06,48.49,85.04,67.14,58.73,1695.95
Company_11,98.37,92.09,52.72,87.64,69.16,91.09,70.65,83.03,86.3,57.78,58.36,63.22,91.88,30181.66
Company_15,52.63,71.74,64.44,97.41,61.68,73.81,96.12,84.18,69.5,53.04,63.13,89.87,73.81,23736.73
Company_49,83.92,63.35,54.91,95.89,97.81,84.14,81.87,71.59,95.9,33.5,92.92,82.72,52.05,48126.37
Company_51,73.06,53.4,70.56,88.52,83.89,62.09,76,99.66,65.66,0.85,50.53,76.26,83.59,34089.26
Company_88,72.3,85.4,56,51.19,96.93,64.16,54.6,82.83,91.77,63.81,97.52,92.82,59.65,11751.4
Company_17,68.8,99.76,88.47,59.24,59.21,82.4,55.54,64.73,83.02,45.34,53.79,84.61,90.16,38429.03
Company_86,88.49,74.59,96.43,88.86,66.63,58.1,69.14,53,97.78,44.06,63.23,80.52,53.7,16846.8
Company_23,82.27,88.86,50.94,80.7,72.08,77.03,55.31,62.95,51.74,72.75,53.52,74.89,71.56,6313.09
Company_84,82.02,92.2,89.05,85,78.73,83.23,95.23,75.77,97,43.61,74.53,89.27,63.32,46711.79
Company_70,61.29,82.35,68.27,56.06,99.58,84.46,76.77,66.67,65.14,99.7,52.76,92.67,88.99,19836.77
Company_44,54.02,67.96,54.24,58.83,69.21,88.33,51.97,59.55,84.79,63.06,94.82,81.64,82.39,23522.33
Company_95,59.47,98.33,50.82,61.92,89.64,51.27,69.44,82.17,74.98,81.18,98.25,66.96,99.82,2749.22
Company_44,89.39,51.84,57.08,83.37,83.9,55.91,72.92,93.71,57.45,92.48,78.97,82.69,90.36,3097.91
Company_61,95.36,53.2,90.87,50.72,95.23,62.13,81.63,91.04,54.86,83.54,80.56,55.71,82.44,31300.23
Company_77,89.96,91.82,89.66,90.58,83.92,90.22,99.11,66.21,98.79,13.73,78.8,88.21,71.31,11808.05
Company_76,58.67,81.61,68.81,58.4,58.25,63.69,68.5,62.18,79.1,79.11,56.67,57.89,87.88,4097.87
Company_63,54.04,63.55,72.52,79.69,84.68,96.31,64.19,89.61,73.8,14.31,56.34,61.96,85.34,1353.98
Company_23,80.53,76.51,54.78,97.51,89.13,59,81.36,67.39,50.23,11.75,61.78,68.1,74.99,2843.44
Company_98,99.34,57.99,96.13,60.41,55.63,73.21,52.65,57.46,92.19,49.75,95.57,52.7,81.32,25869.5
Company_47,64.25,55.8,94.75,87.92,87.02,66.71,52.17,96.24,58.79,48.51,89.27,86.07,90.26,22298.91
Company_76,78.99,53.68,79.25,61.5,61.39,87.35,55.51,61.86,70.63,89.14,60,52.72,94.92,21534.25
Company_56,57.25,52.98,56.83,56.82,81.6,72.75,85.99,98.78,60.11,69.22,56.36,92.58,69.37,46466.47
Company_59,70.91,70.58,76.09,57.84,97.64,60.99,89.73,95.28,78.91,22.97,77.64,93.11,64.76,38256.64
Company_28,79.58,78.69,50.25,86.81,66.36,63.96,62.33,78.97,94.59,14.9,79.59,99.01,86.5,42012.46
Company_6,99.56,84.66,70.33,69.72,84.83,75.21,90.49,54.9,74.76,75.31,54.15,60.9,71.28,36940.34
Company_46,64.79,93.71,70.27,65.24,92.9,54.54,85.17,87.36,51.22,77.18,72.74,89.49,73.99,32734.37
Company_48,81.34,78.76,60.36,69.24,76.55,50.07,84.54,64.83,87.64,61.25,84.9,84.23,81.37,35491.2
Company_80,94.04,77.94,53.35,83.73,55.55,52.74,94.4,68.28,80.96,17.53,68.28,85.47,97.27,37052.28
Company_27,56.92,94.9,75.18,86.87,93.56,76.98,87.61,85.14,87.66,32.05,88.04,71.15,82.45,17411.55
Company_7,53.17,97.27,90.44,56.14,83.92,74.31,85.49,76.64,64.61,79.99,81.05,97.04,76.33,17916.1
Company_9,59.42,60.21,97.61,58.94,53.85,54.37,97.91,58.24,55.6,15.05,57.4,51.13,69.53,44314.97
Company_54,98.48,82.23,70.58,72.19,64.58,56.6,82.23,53.15,93.59,94.74,61.62,67.14,67.34,27530.31
Company_83,89.34,68.6,64.41,77.42,78.36,83.29,72.9,94.91,65.32,22.68,89.46,92.28,76.51,24821.27
Company_19,67.66,61.9,52.06,85.59,98.66,58.32,64.26,91.97,84.64,15.35,83.32,65.83,96.21,23340.4
Company_17,72.04,51.25,96.55,83.28,57.4,60.26,98.9,72.42,98.77,12.15,76.68,88.43,85.36,19113.94
Company_59,96.39,83.34,89.98,75.37,64.78,98.51,82.36,94.8,98.48,99.41,87.71,86.43,77.31,8646.61
Company_57,66.93,80.41,59.76,83.9,51.24,73.95,55.84,80.88,61.02,32.64,67.87,76.32,52,6503.47
Company_99,63.9,95.42,68.05,83.58,75.59,76.92,54.37,59.72,65.89,94.34,80.25,57.4,72.27,2104.88
Company_55,68.48,64.43,90.28,98.88,54.38,64.23,93.72,86.39,72.21,80.37,99.63,98.52,67.57,19268.73
Company_55,86.43,68.79,50.33,57.18,99.42,91.78,65.16,76.27,66.77,59.07,96.66,81.94,79.9,21295.5
Company_35,70.73,65.2,77.96,56.85,69.09,85.51,59.3,77.69,52.11,83.46,91.31,73.17,87.76,28234.88
Company_4,89.56,51.42,88.24,81.83,83.3,65.01,56.21,64.38,58.97,64.48,95.34,74.65,82.03,8547.17
Company_9,79.94,62.98,79.08,62.9,98.71,74.02,84.3,90.91,68.66,1.75,86.65,57.31,71.8,18726.22
Company_60,93.92,88.32,59.16,70.98,67.8,58.17,95.61,64.49,76.48,51.39,96.82,54.73,63.63,7639.37
Company_97,58.36,56.85,64.07,89.99,84.9,65.81,63.57,68.13,76.72,14.37,67.58,88.94,92.25,16807.74
Company_53,67.02,77.56,87.82,61.06,94.85,55.12,59.42,80.67,91.57,53.21,76.28,55.7,57.73,45628.61
Company_59,95.8,58.61,65.23,67.41,56.95,56.56,84.55,72.1,99.38,97.01,76.16,87.22,50.87,6711.72
Company_16,61.12,87.87,52.13,56.27,53.93,57.12,56.51,84.54,89.2,77.47,53.89,55.39,61.33,42983.95
Company_85,75.67,59.24,67.58,53.31,87.73,55.95,83.38,89.12,96,90.12,60.27,54.54,62.65,3904
Company_96,97.09,60.85,59.58,75.03,62.09,67.39,86.43,78.51,54.96,1.4,78.91,64.09,58.03,47490.79
Company_97,76.86,67.74,68.98,75.21,68.32,54.93,85.39,79.47,71.98,18.08,97.89,60.71,60.7,48705.42
Company_30,70.38,69.24,72.85,75.99,68.06,65.71,74.79,64.41,86.11,49.37,54.11,86.81,73.3,38309.06
Company_88,98.81,99.94,74.58,92.77,53.48,77.7,59.44,92.05,73.78,17.93,83.96,55.26,64.53,22753.84
Company_57,76.13,60.01,92.2,84.75,87.07,55.96,98.88,94.62,58.44,19.91,68.19,70.21,69.74,34149.41
Company_30,91.91,70.22,74.23,79.1,89.47,63.93,63.65,82.19,70.01,60.32,73.79,63.94,85.67,36534.82
Company_99,72.73,80.23,66.35,97.12,86.89,74.47,51.49,91.52,74.91,17.91,51.34,65.14,61.54,6987.31
Company_80,54.82,77.33,97.63,89.64,83.1,87.58,60.1,74.51,63.08,85.97,67.18,51.58,88.38,4749.35
Company_56,94.01,71.53,65.62,72.13,58.84,72.51,51.8,82.97,88.97,16.41,94.24,69.45,92.64,6837.57
Company_98,55.47,80.85,67.64,78.61,92.72,83,73.8,75.33,69.57,97.09,74.73,98.89,84.27,34076.2
Company_42,53.07,70.6,52.82,90.48,88.26,56.41,79.2,81.26,69.03,99.19,71.41,62.21,68.32,29932.71
Company_31,82.4,95.07,63.33,65.25,50.99,95.52,66.88,66.31,73.05,56.8,93.17,84.8,53.28,30034.05
Company_76,51.11,58.33,64.98,54.89,84.54,78.52,74.42,60.3,74.84,66.74,90.57,98.47,66.12,16509.2
Company_26,74.85,54.6,92.21,76.79,52.38,89.36,64.37,99.81,70.1,74.29,61.29,54.74,92.02,42519.37
Company_44,63.67,70.72,62.56,67.37,91.19,76.55,53.83,75.23,65,31.34,83.17,75.77,71.36,28754.99
Company_86,88.17,76.64,80.72,93.14,60.65,50.93,78.84,98.11,87.11,93.72,73.36,88.46,85.17,9849.44
Company_56,96.73,95.56,81.7,73.12,87.32,52.99,62.02,88.28,92.21,86.02,70.51,92.3,60.03,36604.14
Company_35,91.19,71.81,82.35,70.29,59.6,62.82,55.68,62.28,91.36,55.98,73.21,51.85,80.06,32656.09
Company_21,63.64,65.7,64.9,77.54,52.11,89.48,82.21,86.12,89.11,89.65,52.77,53.18,63.89,2427.95
Company_53,94.84,79.02,88.76,91.99,61.8,94.29,92.14,78.55,75.01,66.42,56.03,76.26,69.84,33911.93
Company_64,94.23,58.76,98.5,66.46,69.5,56.11,79.22,87.42,61.8,14.43,71.14,71.97,90.33,12665.77
Company_33,93.14,73.76,68.39,55.65,73.74,76.67,77.29,62.32,63.89,14.49,89.21,65.41,84.98,3740.34
Company_83,98.34,68.14,90.61,97.04,89.44,92.07,84.53,61.98,77.64,95.85,65.46,56.1,83.11,30684.92
Company_31,92.88,95.79,81.57,98.9,54.51,95.49,62.78,91.14,61.77,89.02,60.52,93.97,69.65,20035.08
Company_99,82.22,55.02,58.02,88.97,86.85,63.7,74.58,96.32,66.64,91.85,71.12,63.05,54,39676.55
Company_9,67.59,70.03,81.41,72.66,52.6,90.67,51.37,82.08,81.51,13.61,89.55,65.69,86.89,30503.68
Company_11,55.54,56.68,58.67,82.46,79.7,85.68,56.5,70.52,96.97,87.35,72.57,79.65,88.38,13230.57
Company_42,89.98,81.33,95.34,93.82,94.22,70.72,97.24,61.22,97.41,64.71,96.16,98.71,59.09,10734.52
Company_26,63.09,88.67,96.41,80.02,97.9,52.49,57.46,58.51,78.36,52.58,50.71,91.36,80.9,42739.71
