Company,Financial_Instrument,Stock_Exchange,Investment_Amount,Currency,Investment_Date
Company_99,Commitments,SSE,6773792.27,EUR,2013-12-17
Company_1,Swaps,NYSE,2521059.36,INR,2015-07-05
Company_23,Swaps,JPX,8050843.32,CNY,2013-06-08
Company_54,Derivatives,TSX,8277370.26,CAD,2011-09-22
Company_7,Mortgages,HKEX,8062946.39,USD,2016-02-15
Company_37,Equities,ASX,955216.67,INR,2010-06-07
Company_38,Futures,TSX,7421802.27,JPY,2017-06-19
Company_64,Fixed Income,JPX,7628773.98,JPY,2012-01-14
Company_4,Fixed Income,JPX,3529594.61,USD,2015-01-25
Company_85,Bonds,TSX,1129095.29,JPY,2016-08-02
Company_19,Equities,NASDAQ,534612.63,JPY,2023-09-14
Company_90,Derivatives,NSE,9748092.42,EUR,2019-02-17
Company_18,Bonds,NASDAQ,5959768.06,USD,2016-11-05
Company_31,Equities,TSX,8524045.69,CNY,2021-12-11
Company_41,Commodities,TSX,2412751.14,JPY,2012-10-04
Company_20,Commitments,LSE,4550710.8,CAD,2016-02-18
Company_46,Fixed Income,NSE,3152246.41,AUD,2023-02-03
Company_21,Equities,SSE,499265.1,CAD,2012-02-23
Company_32,Derivatives,BSE,5183250.79,AUD,2014-03-01
Company_52,Commodities,JPX,7505976.63,JPY,2011-08-04
Company_18,Commitments,NYSE,710524.93,JPY,2012-04-27
Company_52,Derivatives,NASDAQ,5865005.63,AUD,2023-02-01
Company_9,Fixed Income,NSE,8112056.79,EUR,2023-06-04
Company_6,Commodities,NYSE,1763093.17,CNY,2023-12-13
Company_64,Swaps,BSE,6863807.88,GBP,2015-04-06
Company_36,Equities,NSE,8845895.61,USD,2019-10-20
Company_32,Equities,NSE,4178722.84,INR,2010-02-09
Company_50,Mortgages,BSE,2074632.29,JPY,2020-09-26
Company_3,Bonds,ASX,4848875.94,INR,2015-10-17
Company_42,Bonds,TSX,1880177.15,CAD,2019-04-01
Company_100,Equities,NYSE,8105673.45,INR,2018-06-25
Company_75,Fixed Income,LSE,1091329.94,JPY,2014-09-27
Company_95,Swaps,HKEX,5799351.88,CNY,2015-03-06
Company_31,Futures,ASX,8081481.23,CAD,2019-01-23
Company_90,Derivatives,SSE,5679704.22,JPY,2023-08-18
Company_40,Mortgages,NSE,475841.04,USD,2013-10-08
Company_3,Options,NSE,106766.61,JPY,2022-03-11
Company_92,Mortgages,ASX,689604.03,GBP,2019-12-05
Company_100,Commitments,JPX,8620627.72,EUR,2015-12-22
Company_51,Futures,NASDAQ,3431954.6,CAD,2012-03-24
Company_56,Commodities,ASX,1824606.44,CAD,2013-11-19
Company_23,Bonds,TSX,7366550.24,AUD,2012-03-24
Company_1,Futures,BSE,8522493.96,USD,2012-10-11
Company_79,Fixed Income,SSE,1130691.31,INR,2012-06-24
Company_10,Fixed Income,ASX,9825558.58,GBP,2020-02-27
Company_91,Derivatives,NSE,212816.64,JPY,2013-12-03
Company_45,Equities,NASDAQ,7232094.52,USD,2016-08-24
Company_54,Mortgages,BSE,4981511.74,CNY,2015-09-13
Company_13,Commodities,SSE,6544598.67,JPY,2012-08-03
Company_5,Equities,NYSE,3255297.39,EUR,2011-06-06
Company_49,Mortgages,NASDAQ,5515757.96,EUR,2015-10-20
Company_62,Swaps,BSE,9430178.36,GBP,2019-07-06
Company_7,Commitments,ASX,2134949.72,JPY,2016-12-18
Company_93,Options,TSX,6639919.14,AUD,2013-02-02
Company_51,Futures,JPX,8414559.6,GBP,2010-06-01
Company_55,Commitments,TSX,8256583.34,INR,2013-02-01
Company_27,Mortgages,TSX,9772871.19,INR,2023-02-10
Company_51,Commodities,NSE,8959287.09,AUD,2011-11-18
Company_50,Mortgages,ASX,8866377.66,CAD,2012-08-02
Company_34,Commodities,NSE,2707668.02,AUD,2019-01-05
Company_97,Commitments,NASDAQ,6714597.62,CNY,2022-10-08
Company_71,Swaps,BSE,8202211.63,CNY,2018-11-28
Company_61,Futures,HKEX,4814996.58,EUR,2016-12-02
Company_65,Futures,JPX,8024458.33,GBP,2011-08-06
Company_22,Fixed Income,HKEX,1349241.39,CNY,2011-11-14
Company_26,Mortgages,SSE,2653074.96,EUR,2011-07-18
Company_51,Options,ASX,8580579.39,INR,2023-01-26
Company_90,Futures,SSE,5273363.9,CNY,2011-07-05
Company_19,Futures,SSE,5868503.16,EUR,2011-10-25
Company_13,Equities,JPX,8813344.27,CNY,2014-07-21
Company_63,Futures,SSE,4783161.5,GBP,2014-07-05
Company_80,Futures,BSE,483947.07,CAD,2021-04-02
Company_96,Commodities,TSX,8980610.49,USD,2015-05-10
Company_36,Commodities,NASDAQ,9727716.76,JPY,2012-05-24
Company_57,Derivatives,TSX,7315114.19,EUR,2013-08-07
Company_53,Commodities,JPX,8685170.81,USD,2018-03-03
Company_40,Options,BSE,1442933.23,USD,2012-04-27
Company_26,Swaps,HKEX,427403.34,USD,2015-12-07
Company_36,Derivatives,NSE,5100751.11,EUR,2020-01-08
Company_48,Commodities,SSE,4516423.98,INR,2019-09-12
Company_45,Mortgages,TSX,7514715.23,EUR,2014-01-13
Company_7,Mortgages,SSE,7820318.34,JPY,2023-04-21
Company_29,Fixed Income,TSX,6550714.6,USD,2023-11-01
Company_61,Mortgages,LSE,6051305.31,USD,2013-05-20
Company_40,Equities,BSE,8965281.45,CAD,2017-05-07
Company_60,Equities,JPX,8260677.13,CNY,2019-02-01
Company_66,Derivatives,JPX,6508686.99,AUD,2014-11-04
Company_62,Commitments,ASX,9884773.56,CAD,2023-05-09
Company_84,Equities,HKEX,1584300.03,JPY,2010-10-13
Company_85,Derivatives,LSE,7240703.66,INR,2014-05-14
Company_52,Bonds,NYSE,5871934.65,JPY,2015-12-23
Company_29,Options,NSE,9074612.4,CAD,2018-05-28
Company_22,Options,LSE,3008462.12,INR,2012-12-09
Company_93,Options,LSE,9474541.46,CAD,2020-02-08
Company_46,Fixed Income,TSX,4262678.43,CAD,2015-05-19
Company_38,Commodities,NASDAQ,4758312.02,EUR,2017-04-17
Company_16,Bonds,JPX,3053721.96,USD,2023-03-05
Company_26,Derivatives,BSE,9873196.83,INR,2012-06-28
Company_92,Mortgages,NASDAQ,4927050.37,GBP,2015-11-02
Company_1,Commodities,TSX,2172885.45,GBP,2019-03-16
Company_98,Commitments,LSE,6183349.41,CNY,2016-07-16
Company_50,Swaps,NYSE,5384447.77,CAD,2010-06-25
Company_68,Fixed Income,NYSE,6799806.6,JPY,2013-12-12
Company_40,Mortgages,NASDAQ,3897149.72,AUD,2012-02-27
Company_6,Equities,TSX,4613670.49,CAD,2016-11-05
Company_44,Commodities,ASX,7526144.26,GBP,2022-07-01
Company_30,Fixed Income,LSE,2190783.27,USD,2019-09-06
Company_16,Derivatives,NYSE,3814405.08,AUD,2022-09-20
Company_7,Futures,NYSE,6653502.17,USD,2010-12-04
Company_54,Commodities,BSE,1323591.12,AUD,2017-12-05
Company_27,Swaps,TSX,4266627.42,EUR,2020-09-09
Company_80,Futures,LSE,4246374.94,EUR,2018-12-20
Company_16,Equities,NASDAQ,7869124.66,INR,2013-10-07
Company_100,Equities,JPX,9733885.25,CAD,2021-07-10
Company_21,Swaps,JPX,5013911.66,JPY,2021-08-11
Company_31,Swaps,NYSE,6749168.01,EUR,2023-10-22
Company_64,Mortgages,NASDAQ,7817309.6,EUR,2021-12-04
Company_33,Fixed Income,NSE,9887792.71,AUD,2014-08-02
Company_13,Mortgages,NYSE,8537261.99,CAD,2022-11-11
Company_55,Commitments,NASDAQ,8527334.42,USD,2010-03-22
Company_83,Mortgages,ASX,3639521.3,INR,2019-05-24
Company_12,Derivatives,ASX,1910407.26,CNY,2016-08-09
Company_50,Commodities,BSE,6523580.19,GBP,2011-03-23
Company_93,Swaps,LSE,1126759.75,INR,2022-10-22
Company_57,Mortgages,SSE,3859532.71,CAD,2019-01-28
Company_88,Mortgages,NSE,9211940.06,EUR,2016-08-02
Company_9,Equities,ASX,222366.11,JPY,2020-06-17
Company_67,Futures,NASDAQ,4385194.28,JPY,2017-06-22
Company_87,Bonds,LSE,8406426.91,USD,2010-11-06
Company_65,Commodities,NSE,8707214.78,EUR,2022-08-11
Company_31,Derivatives,TSX,598472.07,JPY,2018-11-13
Company_52,Fixed Income,NASDAQ,4645036.49,INR,2011-08-15
Company_41,Commitments,NSE,7477865.75,USD,2011-07-14
Company_5,Options,JPX,101680.18,EUR,2022-10-20
Company_82,Equities,JPX,5667092.46,INR,2015-06-27
Company_7,Fixed Income,NSE,3386528.99,INR,2021-11-12
Company_92,Commodities,NASDAQ,1064626.52,JPY,2010-06-12
Company_82,Equities,JPX,5267652.36,EUR,2010-03-16
Company_18,Bonds,NASDAQ,2617464.18,JPY,2013-02-28
Company_51,Fixed Income,NSE,8263086.02,JPY,2021-06-04
Company_97,Bonds,NYSE,9273602.65,EUR,2022-08-15
Company_85,Futures,JPX,1432896.54,INR,2010-09-24
Company_7,Options,BSE,8404279.5,INR,2018-03-23
Company_75,Mortgages,LSE,1125184.22,CAD,2018-07-14
Company_78,Fixed Income,TSX,4038912.96,CAD,2014-08-26
Company_18,Mortgages,BSE,6064992.05,AUD,2023-12-18
Company_41,Options,HKEX,2088801.92,AUD,2020-06-22
Company_17,Mortgages,JPX,5470665.64,CAD,2021-02-25
Company_46,Options,NSE,5869782.08,CNY,2020-12-27
Company_69,Equities,BSE,8102217.32,EUR,2010-07-05
Company_7,Swaps,HKEX,2743084.87,GBP,2014-11-09
Company_19,Swaps,TSX,2119608.94,USD,2015-08-04
Company_79,Options,HKEX,7449886.09,CNY,2013-09-26
Company_90,Equities,NYSE,9272199.63,CNY,2016-11-11
Company_71,Swaps,NYSE,7462332.67,JPY,2019-08-27
Company_29,Derivatives,SSE,5511489.85,JPY,2022-12-07
Company_38,Commodities,LSE,9836187.9,EUR,2012-03-24
Company_66,Commitments,BSE,502278.91,AUD,2018-05-05
Company_21,Futures,TSX,155886.85,INR,2021-03-02
Company_20,Derivatives,SSE,603468.87,AUD,2017-10-18
Company_46,Commitments,ASX,5301411.17,GBP,2018-02-26
Company_65,Mortgages,BSE,5476493.54,CNY,2011-06-08
Company_28,Derivatives,ASX,3671898.46,JPY,2022-10-17
Company_61,Options,NYSE,1235747.32,CAD,2017-04-21
Company_79,Futures,HKEX,9593078.48,CAD,2016-02-13
Company_33,Options,TSX,344586.72,CAD,2018-09-15
Company_63,Swaps,TSX,8992987.93,JPY,2015-09-03
Company_13,Mortgages,JPX,5378737.64,EUR,2013-11-21
Company_100,Fixed Income,BSE,8373084.27,JPY,2018-12-24
Company_100,Bonds,NASDAQ,7494219.17,GBP,2010-08-23
Company_43,Swaps,NASDAQ,825155.49,GBP,2022-05-18
Company_10,Futures,HKEX,9118767.09,CNY,2016-08-21
Company_52,Bonds,ASX,267220.59,EUR,2018-01-21
Company_93,Futures,NASDAQ,7584009.91,USD,2021-02-12
Company_65,Commitments,TSX,7890229.79,AUD,2019-02-10
Company_98,Commodities,BSE,4011621.26,USD,2017-03-18
Company_29,Mortgages,BSE,7988027.33,AUD,2020-03-10
Company_87,Derivatives,NYSE,5579889.46,GBP,2011-01-01
Company_74,Futures,BSE,5417805.28,EUR,2014-04-24
Company_95,Derivatives,HKEX,4185279.51,GBP,2012-03-08
Company_79,Equities,HKEX,1234763.17,USD,2023-09-15
Company_83,Options,NASDAQ,2977461.41,EUR,2014-02-07
Company_93,Futures,NSE,9520245.07,CAD,2012-11-21
Company_31,Commitments,TSX,6233206.19,JPY,2015-08-15
Company_43,Futures,TSX,6965235.48,GBP,2019-10-12
Company_41,Bonds,LSE,147835.64,JPY,2022-04-23
Company_95,Bonds,TSX,8417089.58,GBP,2020-12-11
Company_62,Commodities,NSE,3651541.86,AUD,2017-09-04
Company_23,Futures,NASDAQ,8433750.65,GBP,2018-04-09
Company_94,Commitments,NASDAQ,8931841.33,USD,2023-10-19
Company_52,Futures,HKEX,9072405.42,AUD,2018-09-16
Company_84,Mortgages,ASX,3985733.62,AUD,2012-08-17
Company_66,Commitments,BSE,3702269.02,USD,2020-04-28
Company_79,Mortgages,JPX,1489669.86,GBP,2012-10-19
Company_85,Mortgages,NSE,9397835.06,USD,2013-08-08
Company_9,Equities,ASX,2416784.82,JPY,2018-06-13
Company_61,Commodities,NYSE,495056.52,CAD,2011-12-17
Company_82,Equities,TSX,5828451.21,GBP,2016-11-13
Company_47,Futures,NASDAQ,5214962.69,CNY,2013-09-13
Company_46,Derivatives,NSE,7947308.79,USD,2018-03-15
Company_22,Fixed Income,NASDAQ,5193958.6,AUD,2013-03-06
Company_21,Derivatives,SSE,7201296.81,EUR,2020-04-14
Company_43,Commitments,NSE,6784771.32,INR,2013-10-06
Company_83,Bonds,NYSE,2512336.04,GBP,2019-10-06
Company_18,Options,NYSE,8918896.95,GBP,2010-03-09
Company_24,Options,BSE,6033639.48,USD,2021-12-22
Company_37,Commitments,HKEX,4547113.28,INR,2023-08-06
Company_29,Bonds,SSE,1512850.16,GBP,2019-11-17
Company_34,Mortgages,ASX,9231284.25,EUR,2013-07-13
Company_17,Commitments,NYSE,2103250.64,CNY,2023-03-20
Company_13,Mortgages,NSE,9025921.36,USD,2022-09-17
Company_97,Commitments,NASDAQ,4874185.26,GBP,2019-09-27
Company_1,Bonds,JPX,4264771.8,USD,2021-09-14
Company_30,Commodities,BSE,3570126.36,EUR,2016-03-09
Company_62,Fixed Income,NASDAQ,2904340.01,CNY,2014-04-01
Company_91,Swaps,SSE,5273152.23,USD,2016-11-07
Company_89,Derivatives,BSE,3686470.92,GBP,2016-11-19
Company_33,Equities,JPX,4293259.32,CAD,2019-05-22
Company_51,Fixed Income,BSE,5565838.99,INR,2012-06-18
Company_72,Commodities,TSX,9886231.81,CAD,2022-12-13
Company_95,Mortgages,NASDAQ,7503360.53,INR,2022-12-06
Company_13,Fixed Income,JPX,4065552.97,CAD,2022-09-20
Company_90,Swaps,LSE,3952126.44,USD,2022-02-27
Company_19,Commodities,SSE,4410236.6,EUR,2014-04-12
Company_11,Futures,NYSE,7272497.66,CNY,2019-11-17
Company_37,Futures,NYSE,9462586.99,GBP,2020-08-15
Company_2,Fixed Income,JPX,2931464.47,USD,2022-10-17
Company_67,Fixed Income,SSE,1777880.63,USD,2015-04-21
Company_1,Mortgages,NASDAQ,9968489.72,CNY,2015-11-13
Company_52,Futures,HKEX,5225652.74,EUR,2011-09-10
Company_93,Options,SSE,3546142.96,AUD,2013-10-07
Company_59,Bonds,SSE,146049.37,GBP,2016-09-04
Company_72,Commitments,JPX,3013093.06,EUR,2022-09-09
Company_69,Futures,TSX,6972499.43,CNY,2019-08-25
Company_32,Derivatives,NSE,6847787.27,USD,2017-02-09
Company_9,Bonds,HKEX,6801438.46,JPY,2022-06-14
Company_46,Options,JPX,196259.6,AUD,2013-05-03
Company_52,Derivatives,NASDAQ,5590059.89,GBP,2017-06-12
Company_28,Futures,TSX,1909566.08,JPY,2017-12-07
Company_31,Fixed Income,TSX,2147108.46,JPY,2023-04-27
Company_80,Derivatives,LSE,7811490.96,EUR,2011-11-22
Company_64,Futures,NYSE,7666017.71,USD,2023-08-12
Company_80,Derivatives,NSE,8991399.88,AUD,2017-03-25
Company_66,Equities,BSE,2298718.55,GBP,2010-09-26
Company_55,Commodities,JPX,422370.21,CAD,2016-11-25
Company_23,Commodities,NASDAQ,7012621.22,INR,2015-12-01
Company_2,Fixed Income,BSE,5851981.37,CAD,2015-10-28
Company_34,Mortgages,JPX,2702205.44,AUD,2017-10-11
Company_47,Mortgages,NSE,4297034.52,CNY,2021-06-12
Company_52,Equities,NSE,1880903.36,GBP,2019-11-08
Company_13,Equities,HKEX,5597866.47,CNY,2013-03-26
Company_95,Mortgages,NSE,8076116.78,GBP,2016-08-05
Company_81,Options,JPX,7233547.26,INR,2014-05-18
Company_73,Swaps,BSE,1079850.51,GBP,2010-04-27
Company_33,Commodities,NASDAQ,4553562.71,CAD,2014-06-12
Company_72,Options,TSX,3506988.74,CNY,2011-06-28
Company_87,Futures,HKEX,5810852.19,GBP,2022-05-12
Company_42,Options,NSE,7769969.23,INR,2011-07-20
Company_37,Commodities,LSE,8695750.74,CAD,2016-11-20
Company_74,Bonds,NASDAQ,883208.08,CAD,2013-06-11
Company_84,Equities,TSX,6093311.23,CNY,2014-08-25
Company_47,Futures,JPX,9658707.72,CNY,2012-03-28
Company_3,Mortgages,HKEX,6654023.22,EUR,2013-03-13
Company_14,Commitments,NASDAQ,9374257.25,INR,2018-01-01
Company_99,Bonds,JPX,7673464.08,EUR,2011-05-20
Company_20,Commitments,BSE,3162769.47,JPY,2021-05-15
Company_81,Mortgages,LSE,5314749.15,GBP,2010-01-22
Company_46,Derivatives,NSE,4725215.42,AUD,2018-08-05
Company_90,Options,LSE,5949226.17,INR,2020-12-21
Company_73,Bonds,JPX,6433886.44,AUD,2015-08-18
Company_30,Commitments,NSE,3147895.04,CNY,2014-03-10
Company_2,Swaps,JPX,8172259.91,GBP,2015-05-16
Company_69,Swaps,NSE,9474879.37,INR,2014-01-25
Company_56,Equities,SSE,2389032.4,USD,2018-06-07
Company_53,Options,BSE,4008045.59,GBP,2021-12-21
Company_50,Bonds,HKEX,2703504.73,CNY,2020-04-17
Company_98,Futures,TSX,2918300.86,AUD,2016-04-28
Company_9,Mortgages,LSE,2966993.46,INR,2019-08-09
Company_90,Futures,NSE,1959115.48,USD,2012-01-18
Company_3,Mortgages,NASDAQ,2892933.92,GBP,2021-08-24
Company_2,Fixed Income,NASDAQ,1591768.57,INR,2013-06-14
Company_40,Commodities,ASX,4690476.23,USD,2015-02-27
Company_97,Mortgages,NYSE,2738385.42,CNY,2011-09-16
Company_24,Fixed Income,TSX,8190782.17,USD,2011-12-08
Company_50,Commodities,HKEX,7402428.22,USD,2013-08-24
Company_99,Commitments,JPX,6693478.05,JPY,2017-07-22
Company_40,Derivatives,LSE,6328726.12,USD,2021-09-17
Company_16,Equities,NSE,6421348.12,JPY,2015-01-28
Company_86,Fixed Income,NASDAQ,2436061.79,CNY,2015-01-06
Company_36,Futures,NASDAQ,4018502.17,JPY,2010-01-19
Company_89,Commodities,SSE,1634420.23,EUR,2013-03-16
Company_12,Futures,ASX,9315402.97,USD,2010-06-21
Company_20,Options,NASDAQ,1345691.83,JPY,2015-09-26
Company_83,Derivatives,NSE,7358569.43,USD,2021-07-12
Company_93,Mortgages,TSX,8996764.14,INR,2021-08-18
Company_38,Options,NSE,1978780.78,GBP,2018-06-11
Company_94,Commodities,TSX,8689852.22,GBP,2011-09-05
Company_58,Equities,TSX,5461898.93,INR,2010-11-17
Company_49,Mortgages,NYSE,6235372.61,CAD,2022-10-08
Company_42,Commitments,JPX,8208592.36,JPY,2018-11-16
Company_99,Options,LSE,6169088.5,CAD,2016-11-11
Company_15,Commitments,JPX,6623021.2,USD,2023-03-06
Company_5,Fixed Income,NASDAQ,4905165.84,EUR,2010-10-21
Company_50,Commodities,JPX,6277307.79,AUD,2010-06-08
Company_78,Commitments,NYSE,9309089.26,JPY,2020-08-27
Company_11,Commodities,NYSE,3673167.91,CNY,2023-06-26
Company_91,Swaps,SSE,2731574.78,USD,2021-02-27
Company_39,Commitments,HKEX,9609808.78,EUR,2011-12-08
Company_69,Bonds,HKEX,2011882.53,JPY,2019-11-06
Company_72,Options,BSE,7486472.93,CAD,2020-08-23
Company_86,Bonds,NASDAQ,1751412.26,GBP,2018-07-17
Company_44,Mortgages,JPX,9984492.36,INR,2015-06-18
Company_42,Derivatives,BSE,7665425.24,CNY,2023-12-11
Company_78,Fixed Income,SSE,5501699.77,CNY,2022-09-24
Company_33,Derivatives,NSE,4530247.91,CNY,2010-12-02
Company_37,Futures,NYSE,5224332.65,AUD,2010-05-08
Company_28,Derivatives,NYSE,7738078.41,AUD,2018-09-18
Company_74,Futures,LSE,1033442.56,INR,2015-03-05
Company_34,Derivatives,SSE,2573583.37,AUD,2022-05-03
Company_74,Bonds,SSE,9187029.85,EUR,2021-06-26
Company_62,Mortgages,NSE,8274481.92,EUR,2019-11-10
Company_5,Futures,BSE,876926.22,USD,2022-06-12
Company_56,Bonds,NASDAQ,8710886.49,JPY,2021-11-28
Company_78,Swaps,BSE,635866.69,USD,2015-09-19
Company_20,Derivatives,JPX,7007909.66,GBP,2010-11-24
Company_51,Commodities,SSE,5795023.05,EUR,2013-07-10
Company_51,Mortgages,LSE,3428064.96,INR,2019-12-02
Company_71,Bonds,TSX,942281.98,CNY,2022-12-05
Company_98,Mortgages,NSE,5637032.16,INR,2016-11-19
Company_26,Options,SSE,9971079.79,JPY,2013-02-09
Company_100,Bonds,ASX,6878905.93,EUR,2011-11-14
Company_55,Derivatives,ASX,1985848.44,CAD,2019-11-01
Company_99,Equities,LSE,9877753.98,INR,2019-03-15
Company_6,Fixed Income,HKEX,6885056.35,GBP,2022-12-28
Company_11,Commitments,NYSE,2506178.27,GBP,2023-05-01
Company_44,Commitments,TSX,4555609.55,USD,2015-04-24
Company_69,Fixed Income,HKEX,5509599.72,AUD,2018-08-20
Company_94,Mortgages,NYSE,3828406.03,USD,2014-03-02
Company_37,Fixed Income,SSE,2785686.37,INR,2020-01-03
Company_50,Equities,ASX,8656394.51,USD,2014-11-13
Company_30,Bonds,JPX,9768458.2,EUR,2015-08-28
Company_77,Options,NASDAQ,1945532.14,INR,2018-12-01
Company_6,Fixed Income,JPX,3118782.48,INR,2016-12-06
Company_3,Derivatives,ASX,3618243.52,AUD,2013-09-09
Company_8,Equities,BSE,8914980.65,USD,2018-05-08
Company_20,Derivatives,BSE,6603624.41,EUR,2021-07-17
Company_87,Futures,HKEX,4231600.03,GBP,2016-05-20
Company_43,Commodities,JPX,1404544.11,GBP,2019-09-22
Company_26,Mortgages,TSX,6916467.69,GBP,2016-03-21
Company_73,Mortgages,ASX,771359.01,EUR,2012-06-27
Company_19,Swaps,ASX,8813305.81,CNY,2016-05-15
Company_96,Equities,LSE,7813168.06,EUR,2012-03-01
Company_98,Futures,SSE,2741939.87,JPY,2019-04-08
Company_88,Swaps,ASX,886806.76,INR,2012-09-28
Company_78,Commodities,ASX,1921367.13,CNY,2017-08-05
Company_21,Fixed Income,HKEX,419072.58,USD,2014-07-08
Company_96,Fixed Income,HKEX,754749.61,INR,2023-10-16
Company_89,Derivatives,NSE,8887110.47,CNY,2016-01-20
Company_95,Bonds,ASX,4002092.02,USD,2018-02-15
Company_59,Swaps,HKEX,5235156.26,CNY,2021-01-18
Company_50,Options,NYSE,1979518.37,INR,2016-05-25
Company_37,Commodities,LSE,4282375.61,USD,2021-09-05
Company_60,Commodities,NASDAQ,7254203.24,EUR,2012-10-23
Company_70,Mortgages,BSE,4194237.12,INR,2010-03-15
Company_76,Fixed Income,NSE,992778.65,CAD,2021-11-23
Company_21,Commitments,NASDAQ,1230232.89,INR,2020-06-03
Company_68,Bonds,JPX,6159518.09,GBP,2016-09-13
Company_6,Mortgages,ASX,5698366.63,GBP,2012-03-06
Company_99,Swaps,BSE,3149815.83,INR,2014-11-06
Company_16,Mortgages,HKEX,134975.7,AUD,2010-08-16
Company_64,Options,NYSE,6119040.92,INR,2013-04-19
Company_85,Commodities,NSE,4160498.52,EUR,2019-10-01
Company_32,Options,TSX,6235683.78,JPY,2010-03-05
Company_8,Derivatives,NYSE,1539206.72,USD,2020-10-27
Company_78,Equities,ASX,9211808.51,USD,2011-07-06
Company_21,Equities,SSE,6643153.65,GBP,2017-12-19
Company_47,Swaps,NASDAQ,7708268.63,CAD,2015-07-27
Company_9,Bonds,JPX,742766.08,INR,2012-02-23
Company_36,Derivatives,JPX,4196203.3,JPY,2021-04-20
Company_8,Commitments,SSE,7324312.35,EUR,2017-12-23
Company_78,Equities,BSE,6127561.61,CAD,2014-09-19
Company_80,Derivatives,LSE,6181470.81,INR,2018-12-21
Company_64,Commodities,LSE,8848270.44,JPY,2021-05-07
Company_1,Commitments,NYSE,4702367.78,EUR,2021-04-26
Company_79,Bonds,BSE,550372.68,CAD,2018-11-07
Company_2,Fixed Income,TSX,2618733.47,EUR,2014-05-17
Company_71,Derivatives,NYSE,1226983.95,CAD,2015-07-24
Company_73,Futures,NYSE,8337223.42,JPY,2015-06-22
Company_62,Commodities,NYSE,6491956.98,INR,2012-11-15
Company_69,Derivatives,NSE,7861491.43,CNY,2021-01-27
Company_67,Equities,SSE,7277145.13,CAD,2018-09-01
Company_27,Futures,ASX,8015399.8,CAD,2011-03-09
Company_4,Derivatives,BSE,6302457.39,GBP,2019-10-13
Company_24,Futures,NASDAQ,8659477.54,AUD,2021-06-23
Company_5,Equities,BSE,959298.07,JPY,2015-08-27
Company_39,Fixed Income,JPX,3092951.16,EUR,2015-01-25
Company_26,Commitments,NSE,5109347.46,INR,2018-03-07
Company_44,Commodities,JPX,3172551.22,CAD,2012-02-27
Company_67,Mortgages,HKEX,7273249.26,INR,2016-12-28
Company_67,Commitments,NYSE,3178715.05,USD,2020-10-28
Company_12,Derivatives,NSE,8902940.17,EUR,2018-11-24
Company_40,Swaps,SSE,7609088.82,JPY,2015-04-07
Company_37,Equities,JPX,3259582.93,INR,2020-02-09
Company_20,Mortgages,TSX,1233157.9,EUR,2013-09-12
Company_71,Derivatives,TSX,1501412.61,AUD,2019-04-06
Company_10,Equities,SSE,8933206.74,INR,2010-03-01
Company_61,Swaps,NASDAQ,3897636.43,EUR,2016-07-06
Company_91,Futures,SSE,6331759.83,INR,2019-06-10
Company_43,Fixed Income,JPX,877601.51,INR,2019-03-03
Company_90,Commodities,NASDAQ,4610283.29,INR,2017-04-08
Company_19,Futures,TSX,9137329.95,CNY,2012-12-22
Company_43,Derivatives,NSE,4926316.65,EUR,2017-02-12
Company_62,Commodities,LSE,2894347.95,CAD,2019-10-05
Company_66,Commitments,BSE,8193773.63,EUR,2015-09-21
Company_10,Equities,JPX,4663651.04,CNY,2013-10-08
Company_71,Mortgages,NSE,3899782.94,CAD,2013-12-19
Company_56,Bonds,SSE,7894535.03,JPY,2012-11-22
Company_10,Futures,NSE,1231796.32,INR,2015-09-04
Company_57,Mortgages,TSX,9563246.12,EUR,2019-02-22
Company_77,Bonds,ASX,4993521.96,USD,2011-04-27
Company_18,Futures,NYSE,7595069.4,GBP,2017-09-10
Company_50,Futures,SSE,4526881.71,JPY,2020-06-10
Company_73,Equities,BSE,7206133.1,CAD,2011-10-01
Company_79,Options,BSE,8491603.78,AUD,2010-06-18
Company_7,Swaps,JPX,8225457.51,CAD,2011-05-28
Company_4,Fixed Income,BSE,7051996.63,CNY,2020-06-23
Company_49,Bonds,BSE,4408381.48,JPY,2020-03-16
Company_18,Fixed Income,JPX,3907491.07,CAD,2023-07-05
Company_37,Mortgages,LSE,214867.25,USD,2012-12-16
Company_85,Bonds,LSE,938168.1,CNY,2023-08-26
Company_90,Futures,BSE,6270159.97,INR,2018-07-18
Company_58,Bonds,ASX,2334835.09,CNY,2019-01-19
Company_64,Fixed Income,JPX,2765579.44,CAD,2010-01-19
